address_full,number,street,city,state,zip,lon,lat,statefp,countyfp,tractce,blkgrpce,geoid_bg,NAME,population,addresses_in_bg,addresses_per_person,population_weight
"2600 MAIN ST CABOT, VT 05647 ",2600,MAIN ST,CABOT,VT,5647,-72.319665,44.39837,50,23,954000,1,500239540001,Block Group 1; Census Tract 9540; Washington County; Vermont,1638,937,0.572039072039072,1.7481323372465314
"4 PARK ST BARRE TOWN, VT 05654 ",4,PARK ST,BARRE TOWN,VT,5654,-72.475893,44.142103,50,23,955400,2,500239554002,Block Group 2; Census Tract 9554; Washington County; Vermont,1531,696,0.45460483344219466,2.199712643678161
"62 LAUREL LN WATERBURY, VT 05676 ",62,LAUREL LN,WATERBURY,VT,5676,-72.74123,44.349443,50,23,954300,1,500239543001,Block Group 1; Census Tract 9543; Washington County; Vermont,2112,932,0.4412878787878788,2.2660944206008584
"11 ESSEX ST BARRE CITY, VT 05641 ",11,ESSEX ST,BARRE CITY,VT,5641,-72.509665,44.194006,50,23,955200,4,500239552004,Block Group 4; Census Tract 9552; Washington County; Vermont,814,330,0.40540540540540543,2.466666666666667
"308 SHOWACRE RD MORETOWN, VT 05660 ",308,SHOWACRE RD,MORETOWN,VT,5660,-72.681589,44.198438,50,23,954400,1,500239544001,Block Group 1; Census Tract 9544; Washington County; Vermont,973,536,0.5508735868448099,1.8152985074626866
"24 RUDD FARM DR BARRE TOWN, VT 05641 ",24,RUDD FARM DR,BARRE TOWN,VT,5641,-72.51629,44.213147,50,23,955300,3,500239553003,Block Group 3; Census Tract 9553; Washington County; Vermont,609,511,0.8390804597701149,1.1917808219178083
"26 N BEAR SWAMP RD MIDDLESEX, VT 05602 ",26,N   BEAR SWAMP RD,MIDDLESEX,VT,5602,-72.615333,44.358042,50,23,954200,2,500239542002,Block Group 2; Census Tract 9542; Washington County; Vermont,1991,900,0.45203415369161226,2.212222222222222
"1103 COUNTY RD WOODBURY, VT 05681 ",1103,COUNTY RD,WOODBURY,VT,5681,-72.4647,44.432882,50,23,954100,1,500239541001,Block Group 1; Census Tract 9541; Washington County; Vermont,704,845,1.2002840909090908,0.8331360946745562
"3052 US ROUTE 2 MARSHFIELD, VT 05658 ",3052,US ROUTE 2,MARSHFIELD,VT,5658,-72.373575,44.338392,50,23,954000,2,500239540002,Block Group 2; Census Tract 9540; Washington County; Vermont,1625,825,0.5076923076923077,1.9696969696969697
"53 AMBER WAY WARREN, VT 05674 ",53,AMBER WAY,WARREN,VT,5674,-72.883106,44.140698,50,23,955600,2,500239556002,Block Group 2; Census Tract 9556; Washington County; Vermont,803,885,1.1021170610211706,0.9073446327683616
"1035 CHERRY TREE HILL RD EAST MONTPELIER, VT 05651 ",1035,CHERRY TREE HILL RD,EAST MONTPELIER,VT,5651,-72.50029,44.27587,50,23,955000,2,500239550002,Block Group 2; Census Tract 9550; Washington County; Vermont,1487,751,0.5050437121721587,1.9800266311584553
"11 MILL ST CALAIS, VT 05650 ",11,MILL ST,CALAIS,VT,5650,-72.429787,44.366936,50,23,954100,2,500239541002,Block Group 2; Census Tract 9541; Washington County; Vermont,916,483,0.527292576419214,1.89648033126294
"41 BOLSTER RD BARRE TOWN, VT 05641 ",41,BOLSTER RD,BARRE TOWN,VT,5641,-72.476793,44.170872,50,23,955400,1,500239554001,Block Group 1; Census Tract 9554; Washington County; Vermont,1291,457,0.35398915569326106,2.824945295404814
"592 CABOT RD WOODBURY, VT 05681 ",592,CABOT RD,WOODBURY,VT,5681,-72.406255,44.438567,50,23,954100,1,500239541001,Block Group 1; Census Tract 9541; Washington County; Vermont,704,845,1.2002840909090908,0.8331360946745562
"1412 HOLLISTER HILL RD MARSHFIELD, VT 05667 ",1412,HOLLISTER HILL RD,MARSHFIELD,VT,5667,-72.413043,44.298781,50,23,954000,2,500239540002,Block Group 2; Census Tract 9540; Washington County; Vermont,1625,825,0.5076923076923077,1.9696969696969697
"66 GOVERNMENT HILL RD MIDDLESEX, VT 05602 ",66,GOVERNMENT HILL RD,MIDDLESEX,VT,5602,-72.595536,44.342195,50,23,954200,2,500239542002,Block Group 2; Census Tract 9542; Washington County; Vermont,1991,900,0.45203415369161226,2.212222222222222
"416 WEST HILL RD WORCESTER, VT 05682 ",416,WEST HILL RD,WORCESTER,VT,5682,-72.594868,44.374876,50,23,954200,1,500239542001,Block Group 1; Census Tract 9542; Washington County; Vermont,896,503,0.5613839285714286,1.7813121272365806
"1300 KNEELAND FLTS WATERBURY, VT 05677 ",1300,KNEELAND FLTS,WATERBURY,VT,5677,-72.697656,44.356856,50,23,954300,1,500239543001,Block Group 1; Census Tract 9543; Washington County; Vermont,2112,932,0.4412878787878788,2.2660944206008584
"99 STERLING RIDGE RD WARREN, VT 05674 ",99,STERLING RIDGE RD,WARREN,VT,5674,-72.875625,44.143825,50,23,955600,2,500239556002,Block Group 2; Census Tract 9556; Washington County; Vermont,803,885,1.1021170610211706,0.9073446327683616
"990 DOG POND RD WOODBURY, VT 05650 ",990,DOG POND RD,WOODBURY,VT,5650,-72.42772,44.426687,50,23,954100,1,500239541001,Block Group 1; Census Tract 9541; Washington County; Vermont,704,845,1.2002840909090908,0.8331360946745562
"37 UNIVERSITY DR NORTHFIELD, VT 05663 ",37,UNIVERSITY DR,NORTHFIELD,VT,5663,-72.660758,44.13557,50,23,955502,3,500239555023,Block Group 3; Census Tract 9555.02; Washington County; Vermont,2215,418,0.1887133182844244,5.2990430622009566
"199 HILL ST MONTPELIER, VT 05602 ",199,HILL ST,MONTPELIER,VT,5602,-72.573044,44.251457,50,23,954900,1,500239549001,Block Group 1; Census Tract 9549; Washington County; Vermont,974,366,0.3757700205338809,2.66120218579235
"105 HAZEL BROWN RD WARREN, VT 05674 ",105,HAZEL BROWN RD,WARREN,VT,5674,-72.858471,44.108172,50,23,955600,1,500239556001,Block Group 1; Census Tract 9556; Washington County; Vermont,933,828,0.887459807073955,1.1268115942028984
"1492 STEELE HILL RD ROXBURY, VT 05669 ",1492,STEELE HILL RD,ROXBURY,VT,5669,-72.660247,44.060208,50,23,955502,2,500239555022,Block Group 2; Census Tract 9555.02; Washington County; Vermont,1038,569,0.5481695568400771,1.8242530755711774
"348 RIVER RIDGE RD WAITSFIELD, VT 05673 ",348,RIVER RIDGE RD,WAITSFIELD,VT,5673,-72.844116,44.151776,50,23,955700,2,500239557002,Block Group 2; Census Tract 9557; Washington County; Vermont,489,475,0.9713701431492843,1.0294736842105263
"1181 HOLLISTER HILL RD MARSHFIELD, VT 05667 ",1181,HOLLISTER HILL RD,MARSHFIELD,VT,5667,-72.418055,44.297238,50,23,954000,2,500239540002,Block Group 2; Census Tract 9540; Washington County; Vermont,1625,825,0.5076923076923077,1.9696969696969697
"146 S SHORE TRL WOODBURY, VT 05681 ",146,S  SHORE TRL,WOODBURY,VT,5681,-72.422441,44.4549,50,23,954100,1,500239541001,Block Group 1; Census Tract 9541; Washington County; Vermont,704,845,1.2002840909090908,0.8331360946745562
"7 BOYNTON ST BARRE CITY, VT 05641 ",7,BOYNTON ST,BARRE CITY,VT,5641,-72.497141,44.187846,50,23,955200,2,500239552002,Block Group 2; Census Tract 9552; Washington County; Vermont,144,265,1.8402777777777777,0.5433962264150943
"143 TYLER RDG WATERBURY, VT 05676 ",143,TYLER RDG,WATERBURY,VT,5676,-72.742943,44.34185,50,23,954300,1,500239543001,Block Group 1; Census Tract 9543; Washington County; Vermont,2112,932,0.4412878787878788,2.2660944206008584
"176 MOODY LN NORTHFIELD, VT 05663 ",176,MOODY LN,NORTHFIELD,VT,5663,-72.644064,44.173113,50,23,955502,1,500239555021,Block Group 1; Census Tract 9555.02; Washington County; Vermont,1371,830,0.6053975200583516,1.6518072289156627
"13 BARCLAY QUARRY RD BARRE TOWN, VT 05654 ",13,BARCLAY QUARRY RD,BARRE TOWN,VT,5654,-72.476601,44.14422,50,23,955400,2,500239554002,Block Group 2; Census Tract 9554; Washington County; Vermont,1531,696,0.45460483344219466,2.199712643678161
"416 MAPLE ST DUXBURY, VT 05676 ",416,MAPLE ST,DUXBURY,VT,5676,-72.8434,44.342763,50,23,954400,3,500239544003,Block Group 3; Census Tract 9544; Washington County; Vermont,1289,796,0.6175329712955779,1.6193467336683418
"1544 VT ROUTE 64 NORTHFIELD, VT 05663 ",1544,VT ROUTE 64,NORTHFIELD,VT,5663,-72.631708,44.120092,50,23,955502,1,500239555021,Block Group 1; Census Tract 9555.02; Washington County; Vermont,1371,830,0.6053975200583516,1.6518072289156627
"231 DIEMER RD ROXBURY, VT 05663 ",231,DIEMER RD,ROXBURY,VT,5663,-72.681932,44.087297,50,23,955502,2,500239555022,Block Group 2; Census Tract 9555.02; Washington County; Vermont,1038,569,0.5481695568400771,1.8242530755711774
"97 STONY HILL RD FAYSTON, VT 05660 ",97,STONY HILL RD,FAYSTON,VT,5660,-72.820779,44.222879,50,23,955800,1,500239558001,Block Group 1; Census Tract 9558; Washington County; Vermont,615,377,0.6130081300813008,1.6312997347480107
"387 LOWERY RD BARRE TOWN, VT 05641 ",387,LOWERY RD,BARRE TOWN,VT,5641,-72.450498,44.138693,50,23,955400,1,500239554001,Block Group 1; Census Tract 9554; Washington County; Vermont,1291,457,0.35398915569326106,2.824945295404814
"2 STATE ST MONTPELIER, VT 05602 ",2,STATE ST,MONTPELIER,VT,5602,-72.575758,44.260027,50,23,954600,2,500239546002,Block Group 2; Census Tract 9546; Washington County; Vermont,642,458,0.7133956386292835,1.4017467248908297
"166 BROOK RD WARREN, VT 05674 ",166,BROOK RD,WARREN,VT,5674,-72.853017,44.114238,50,23,955600,1,500239556001,Block Group 1; Census Tract 9556; Washington County; Vermont,933,828,0.887459807073955,1.1268115942028984
"884 DUMP RD WARREN, VT 05674 ",884,DUMP RD,WARREN,VT,5674,-72.83716,44.111773,50,23,955600,1,500239556001,Block Group 1; Census Tract 9556; Washington County; Vermont,933,828,0.887459807073955,1.1268115942028984
"16 ISABEL CIR MONTPELIER, VT 05602 ",16,ISABEL CIR,MONTPELIER,VT,5602,-72.558906,44.244937,50,23,954900,2,500239549002,Block Group 2; Census Tract 9549; Washington County; Vermont,960,459,0.478125,2.0915032679738563
"120 VINE ST NORTHFIELD, VT 05663 ",120,VINE ST,NORTHFIELD,VT,5663,-72.657908,44.152244,50,23,955501,1,500239555011,Block Group 1; Census Tract 9555.01; Washington County; Vermont,1149,317,0.2758920800696258,3.6246056782334386
"884 CHAMBERLIN RD NORTHFIELD, VT 05663 ",884,CHAMBERLIN RD,NORTHFIELD,VT,5663,-72.714445,44.142402,50,23,955501,2,500239555012,Block Group 2; Census Tract 9555.01; Washington County; Vermont,1192,654,0.5486577181208053,1.8226299694189603
"15 WEST HILL RD WORCESTER, VT 05682 ",15,WEST HILL RD,WORCESTER,VT,5682,-72.572351,44.385967,50,23,954200,1,500239542001,Block Group 1; Census Tract 9542; Washington County; Vermont,896,503,0.5613839285714286,1.7813121272365806
"359 SIERRA LAVIN RD BARRE TOWN, VT 05641 ",359,SIERRA LAVIN RD,BARRE TOWN,VT,5641,-72.472494,44.19193,50,23,955300,1,500239553001,Block Group 1; Census Tract 9553; Washington County; Vermont,1485,641,0.4316498316498317,2.3166926677067083
"135 S MAIN ST NORTHFIELD, VT 05663 ",135,S   MAIN ST,NORTHFIELD,VT,5663,-72.655955,44.146741,50,23,955502,1,500239555021,Block Group 1; Census Tract 9555.02; Washington County; Vermont,1371,830,0.6053975200583516,1.6518072289156627
"16 C ST BARRE CITY, VT 05641 ",16,C ST,BARRE CITY,VT,5641,-72.489511,44.187696,50,23,955200,2,500239552002,Block Group 2; Census Tract 9552; Washington County; Vermont,144,265,1.8402777777777777,0.5433962264150943
"8 TURNER HILL RD BERLIN, VT 05602 ",8,TURNER HILL RD,BERLIN,VT,5602,-72.584056,44.212228,50,23,954500,1,500239545001,Block Group 1; Census Tract 9545; Washington County; Vermont,1528,732,0.4790575916230366,2.087431693989071
"190 OAK ST WARREN, VT 05674 ",190,OAK ST,WARREN,VT,5674,-72.832839,44.066018,50,23,955600,1,500239556001,Block Group 1; Census Tract 9556; Washington County; Vermont,933,828,0.887459807073955,1.1268115942028984
"3128 CAMELS HUMP RD DUXBURY, VT 05676 ",3128,CAMELS HUMP RD,DUXBURY,VT,5676,-72.842546,44.317308,50,23,954400,3,500239544003,Block Group 3; Census Tract 9544; Washington County; Vermont,1289,796,0.6175329712955779,1.6193467336683418
"600 ELM ST MONTPELIER, VT 05602 ",600,ELM ST,MONTPELIER,VT,5602,-72.573963,44.276372,50,23,954600,1,500239546001,Block Group 1; Census Tract 9546; Washington County; Vermont,1447,426,0.29440221147201107,3.396713615023474
"241 HIGH BRIDGE HILL RD WAITSFIELD, VT 05673 ",241,HIGH BRIDGE HILL RD,WAITSFIELD,VT,5673,-72.803438,44.170816,50,23,955700,1,500239557001,Block Group 1; Census Tract 9557; Washington County; Vermont,1186,695,0.5860033726812817,1.7064748201438849
"433 N FAYSTON RD WAITSFIELD, VT 05660 ",433,N   FAYSTON RD,WAITSFIELD,VT,5660,-72.79311,44.228762,50,23,955700,2,500239557002,Block Group 2; Census Tract 9557; Washington County; Vermont,489,475,0.9713701431492843,1.0294736842105263
"1617 COX BROOK RD BERLIN, VT 05663 ",1617,COX BROOK RD,BERLIN,VT,5663,-72.675157,44.185983,50,23,954500,1,500239545001,Block Group 1; Census Tract 9545; Washington County; Vermont,1528,732,0.4790575916230366,2.087431693989071
"596 S BARRE RD BARRE TOWN, VT 05641 ",596,S  BARRE RD,BARRE TOWN,VT,5641,-72.508417,44.170158,50,23,955400,3,500239554003,Block Group 3; Census Tract 9554; Washington County; Vermont,1240,556,0.4483870967741935,2.2302158273381294
"251 E WIND DR WATERBURY, VT 05677 ",251,E  WIND DR,WATERBURY,VT,5677,-72.724706,44.368008,50,23,954300,2,500239543002,Block Group 2; Census Tract 9543; Washington County; Vermont,1946,1012,0.5200411099691675,1.9229249011857708
"2905 US ROUTE 2 EAST MONTPELIER, VT 05651 ",2905,US ROUTE 2,EAST MONTPELIER,VT,5651,-72.487344,44.270536,50,23,955000,2,500239550002,Block Group 2; Census Tract 9550; Washington County; Vermont,1487,751,0.5050437121721587,1.9800266311584553
"5 MOODY CT WATERBURY, VT 05676 ",5,MOODY CT,WATERBURY,VT,5676,-72.751379,44.334283,50,23,954300,4,500239543004,Block Group 4; Census Tract 9543; Washington County; Vermont,950,344,0.36210526315789476,2.761627906976744
"275 PINE RIDGE RD EAST MONTPELIER, VT 05651 ",275,PINE RIDGE RD,EAST MONTPELIER,VT,5651,-72.481458,44.265252,50,23,955000,2,500239550002,Block Group 2; Census Tract 9550; Washington County; Vermont,1487,751,0.5050437121721587,1.9800266311584553
"16 MAPLE GROVE ST BARRE CITY, VT 05641 ",16,MAPLE GROVE ST,BARRE CITY,VT,5641,-72.495367,44.197961,50,23,955100,2,500239551002,Block Group 2; Census Tract 9551; Washington County; Vermont,1048,458,0.43702290076335876,2.2882096069868996
"13 CROSSING MANOR DR BERLIN, VT 05602 ",13,CROSSING MANOR DR,BERLIN,VT,5602,-72.608686,44.256994,50,23,954500,1,500239545001,Block Group 1; Census Tract 9545; Washington County; Vermont,1528,732,0.4790575916230366,2.087431693989071
"56 ROLSTON RD WAITSFIELD, VT 05673 ",56,ROLSTON RD,WAITSFIELD,VT,5673,-72.835529,44.154545,50,23,955700,1,500239557001,Block Group 1; Census Tract 9557; Washington County; Vermont,1186,695,0.5860033726812817,1.7064748201438849
"45 CURRIER ST BARRE CITY, VT 05641 ",45,CURRIER ST,BARRE CITY,VT,5641,-72.493234,44.197786,50,23,955100,2,500239551002,Block Group 2; Census Tract 9551; Washington County; Vermont,1048,458,0.43702290076335876,2.2882096069868996
"71 DEER RUN LN MORETOWN, VT 05602 ",71,DEER RUN LN,MORETOWN,VT,5602,-72.644378,44.272444,50,23,954400,1,500239544001,Block Group 1; Census Tract 9544; Washington County; Vermont,973,536,0.5508735868448099,1.8152985074626866
"11 BALDWIN ST MONTPELIER, VT 05602 ",11,BALDWIN ST,MONTPELIER,VT,5602,-72.583358,44.263282,50,23,954600,2,500239546002,Block Group 2; Census Tract 9546; Washington County; Vermont,642,458,0.7133956386292835,1.4017467248908297
"221 BEHN RD WARREN, VT 05674 ",221,BEHN RD,WARREN,VT,5674,-72.833645,44.103533,50,23,955600,1,500239556001,Block Group 1; Census Tract 9556; Washington County; Vermont,933,828,0.887459807073955,1.1268115942028984
"28 HIGH MEADOW LN MIDDLESEX, VT 05602 ",28,HIGH MEADOW LN,MIDDLESEX,VT,5602,-72.58855,44.30235,50,23,954200,2,500239542002,Block Group 2; Census Tract 9542; Washington County; Vermont,1991,900,0.45203415369161226,2.212222222222222
"269 SUGAR GLEN DR WAITSFIELD, VT 05673 ",269,SUGAR GLEN DR,WAITSFIELD,VT,5673,-72.788014,44.170416,50,23,955700,1,500239557001,Block Group 1; Census Tract 9557; Washington County; Vermont,1186,695,0.5860033726812817,1.7064748201438849
"186 GREEN MOUNTAIN DR WARREN, VT 05674 ",186,GREEN MOUNTAIN DR,WARREN,VT,5674,-72.806196,44.112053,50,23,955600,1,500239556001,Block Group 1; Census Tract 9556; Washington County; Vermont,933,828,0.887459807073955,1.1268115942028984
"56 HOWARD AVE WATERBURY, VT 05677 ",56,HOWARD AVE,WATERBURY,VT,5677,-72.723447,44.377251,50,23,954300,2,500239543002,Block Group 2; Census Tract 9543; Washington County; Vermont,1946,1012,0.5200411099691675,1.9229249011857708
"24 C ST BARRE CITY, VT 05641 ",24,C ST,BARRE CITY,VT,5641,-72.489076,44.187936,50,23,955200,2,500239552002,Block Group 2; Census Tract 9552; Washington County; Vermont,144,265,1.8402777777777777,0.5433962264150943
"281 SCHUSS PASS FAYSTON, VT 05673 ",281,SCHUSS PASS,FAYSTON,VT,5673,-72.913356,44.201338,50,23,955800,2,500239558002,Block Group 2; Census Tract 9558; Washington County; Vermont,625,700,1.12,0.8928571428571429
"45 ABBOTT AVE BARRE CITY, VT 05641 ",45,ABBOTT AVE,BARRE CITY,VT,5641,-72.486711,44.197576,50,23,955100,2,500239551002,Block Group 2; Census Tract 9551; Washington County; Vermont,1048,458,0.43702290076335876,2.2882096069868996
"3889 VT ROUTE 232 MARSHFIELD, VT 05658 ",3889,VT ROUTE 232,MARSHFIELD,VT,5658,-72.287266,44.327346,50,23,954000,2,500239540002,Block Group 2; Census Tract 9540; Washington County; Vermont,1625,825,0.5076923076923077,1.9696969696969697
"238 PECK HILL RD CALAIS, VT 05650 ",238,PECK HILL RD,CALAIS,VT,5650,-72.447008,44.354142,50,23,954100,2,500239541002,Block Group 2; Census Tract 9541; Washington County; Vermont,916,483,0.527292576419214,1.89648033126294
"356 KNEELAND FLATS TRAILER PARK WATERBURY, VT 05676 ",356,KNEELAND FLATS TRAILER PARK,WATERBURY,VT,5676,-72.707342,44.359746,50,23,954300,1,500239543001,Block Group 1; Census Tract 9543; Washington County; Vermont,2112,932,0.4412878787878788,2.2660944206008584
"1287 RIPLEY RD WATERBURY, VT 05677 ",1287,RIPLEY RD,WATERBURY,VT,5677,-72.682312,44.376673,50,23,954300,1,500239543001,Block Group 1; Census Tract 9543; Washington County; Vermont,2112,932,0.4412878787878788,2.2660944206008584
"49 FIRST ST BERLIN, VT 05602 ",49,FIRST ST,BERLIN,VT,5602,-72.592653,44.244254,50,23,954500,1,500239545001,Block Group 1; Census Tract 9545; Washington County; Vermont,1528,732,0.4790575916230366,2.087431693989071
"5 PARKER RD BARRE TOWN, VT 05641 ",5,PARKER RD,BARRE TOWN,VT,5641,-72.48357,44.171239,50,23,955400,1,500239554001,Block Group 1; Census Tract 9554; Washington County; Vermont,1291,457,0.35398915569326106,2.824945295404814
"4277 MAIN ST WAITSFIELD, VT 05673 ",4277,MAIN ST,WAITSFIELD,VT,5673,-72.822943,44.19128,50,23,955700,2,500239557002,Block Group 2; Census Tract 9557; Washington County; Vermont,489,475,0.9713701431492843,1.0294736842105263
"13 COLONIAL DR BARRE TOWN, VT 05641 ",13,COLONIAL DR,BARRE TOWN,VT,5641,-72.511575,44.161569,50,23,955400,3,500239554003,Block Group 3; Census Tract 9554; Washington County; Vermont,1240,556,0.4483870967741935,2.2302158273381294
"16 SUNRISE RD BARRE TOWN, VT 05641 ",16,SUNRISE RD,BARRE TOWN,VT,5641,-72.543725,44.162832,50,23,955400,3,500239554003,Block Group 3; Census Tract 9554; Washington County; Vermont,1240,556,0.4483870967741935,2.2302158273381294
"65 BERLIN ST MONTPELIER, VT 05602 ",65,BERLIN ST,MONTPELIER,VT,5602,-72.575124,44.255008,50,23,954900,1,500239549001,Block Group 1; Census Tract 9549; Washington County; Vermont,974,366,0.3757700205338809,2.66120218579235
"26 TOWN GARAGE RD FAYSTON, VT 05660 ",26,TOWN GARAGE RD,FAYSTON,VT,5660,-72.855426,44.241285,50,23,955800,1,500239558001,Block Group 1; Census Tract 9558; Washington County; Vermont,615,377,0.6130081300813008,1.6312997347480107
"1387 CENTER FAYSTON RD FAYSTON, VT 05673 ",1387,CENTER FAYSTON RD,FAYSTON,VT,5673,-72.824609,44.215425,50,23,955800,1,500239558001,Block Group 1; Census Tract 9558; Washington County; Vermont,615,377,0.6130081300813008,1.6312997347480107
"6 LIBERTY ST MONTPELIER, VT 05602 ",6,LIBERTY ST,MONTPELIER,VT,5602,-72.57012,44.262119,50,23,954800,1,500239548001,Block Group 1; Census Tract 9548; Washington County; Vermont,1366,310,0.22693997071742314,4.406451612903226
"23 HUDSON AVE PLAINFIELD, VT 05667 ",23,HUDSON AVE,PLAINFIELD,VT,5667,-72.42507,44.276809,50,23,954000,3,500239540003,Block Group 3; Census Tract 9540; Washington County; Vermont,1192,628,0.5268456375838926,1.8980891719745223
"154 W SHORE RD CABOT, VT 05647 ",154,W  SHORE RD,CABOT,VT,5647,-72.242903,44.422235,50,23,954000,1,500239540001,Block Group 1; Census Tract 9540; Washington County; Vermont,1638,937,0.572039072039072,1.7481323372465314
"3277 S WALDEN RD CABOT, VT 05647 ",3277,S  WALDEN RD,CABOT,VT,5647,-72.307968,44.451365,50,23,954000,1,500239540001,Block Group 1; Census Tract 9540; Washington County; Vermont,1638,937,0.572039072039072,1.7481323372465314
"237 US ROUTE 302 BERLIN, VT 05641 ",237,US ROUTE 302,BERLIN,VT,5641,-72.537312,44.216616,50,23,954500,2,500239545002,Block Group 2; Census Tract 9545; Washington County; Vermont,1331,800,0.6010518407212622,1.66375
"88 HENRYS WAY FAYSTON, VT 05673 ",88,HENRYS WAY,FAYSTON,VT,5673,-72.885985,44.198163,50,23,955800,2,500239558002,Block Group 2; Census Tract 9558; Washington County; Vermont,625,700,1.12,0.8928571428571429
"257 WASHINGTON ST BARRE CITY, VT 05641 ",257,WASHINGTON ST,BARRE CITY,VT,5641,-72.488595,44.189554,50,23,955200,1,500239552001,Block Group 1; Census Tract 9552; Washington County; Vermont,1063,264,0.24835371589840075,4.026515151515151
"750 BEAVER MEADOW RD ROXBURY, VT 05669 ",750,BEAVER MEADOW RD,ROXBURY,VT,5669,-72.709565,44.076155,50,23,955502,2,500239555022,Block Group 2; Census Tract 9555.02; Washington County; Vermont,1038,569,0.5481695568400771,1.8242530755711774
"267 PLAINFIELD BROOK RD BARRE TOWN, VT 05641 ",267,PLAINFIELD BROOK RD,BARRE TOWN,VT,5641,-72.470658,44.229192,50,23,955300,2,500239553002,Block Group 2; Census Tract 9553; Washington County; Vermont,1785,753,0.4218487394957983,2.3705179282868527
"0 GIB LN NORTHFIELD, VT 05663 ",0,GIB LN,NORTHFIELD,VT,5663,-72.730182,44.144275,50,23,955501,2,500239555012,Block Group 2; Census Tract 9555.01; Washington County; Vermont,1192,654,0.5486577181208053,1.8226299694189603
"2750 US ROUTE 2 MARSHFIELD, VT 05658 ",2750,US ROUTE 2,MARSHFIELD,VT,5658,-72.36979,44.341956,50,23,954000,2,500239540002,Block Group 2; Census Tract 9540; Washington County; Vermont,1625,825,0.5076923076923077,1.9696969696969697
"260 ELKHORN RD WAITSFIELD, VT 05673 ",260,ELKHORN RD,WAITSFIELD,VT,5673,-72.80432,44.192223,50,23,955700,1,500239557001,Block Group 1; Census Tract 9557; Washington County; Vermont,1186,695,0.5860033726812817,1.7064748201438849
"677 RABBIT HOLLOW RD NORTHFIELD, VT 05663 ",677,RABBIT HOLLOW RD,NORTHFIELD,VT,5663,-72.733266,44.120031,50,23,955501,2,500239555012,Block Group 2; Census Tract 9555.01; Washington County; Vermont,1192,654,0.5486577181208053,1.8226299694189603
"718 HALLSTROM RD NORTHFIELD, VT 05663 ",718,HALLSTROM RD,NORTHFIELD,VT,5663,-72.727535,44.172293,50,23,955501,2,500239555012,Block Group 2; Census Tract 9555.01; Washington County; Vermont,1192,654,0.5486577181208053,1.8226299694189603
"423 S BARRE RD BARRE TOWN, VT 05641 ",423,S  BARRE RD,BARRE TOWN,VT,5641,-72.506425,44.17571,50,23,955400,3,500239554003,Block Group 3; Census Tract 9554; Washington County; Vermont,1240,556,0.4483870967741935,2.2302158273381294
"301 MAIN ST DUXBURY, VT 05676 ",301,MAIN ST,DUXBURY,VT,5676,-72.75374,44.326097,50,23,954400,3,500239544003,Block Group 3; Census Tract 9544; Washington County; Vermont,1289,796,0.6175329712955779,1.6193467336683418
"107 TROMBLYS TRAILER PARK NORTHFIELD, VT 05663 ",107,TROMBLYS TRAILER PARK,NORTHFIELD,VT,5663,-72.659616,44.1302,50,23,955502,3,500239555023,Block Group 3; Census Tract 9555.02; Washington County; Vermont,2215,418,0.1887133182844244,5.2990430622009566
"348 WEST HILL RD BERLIN, VT 05663 ",348,WEST HILL RD,BERLIN,VT,5663,-72.652517,44.195399,50,23,954500,1,500239545001,Block Group 1; Census Tract 9545; Washington County; Vermont,1528,732,0.4790575916230366,2.087431693989071
"3472 AIRPORT RD BERLIN, VT 05641 ",3472,AIRPORT RD,BERLIN,VT,5641,-72.558784,44.218738,50,23,954500,2,500239545002,Block Group 2; Census Tract 9545; Washington County; Vermont,1331,800,0.6010518407212622,1.66375
"5 FOSS ST BARRE CITY, VT 05641 ",5,FOSS ST,BARRE CITY,VT,5641,-72.515067,44.204602,50,23,955200,6,500239552006,Block Group 6; Census Tract 9552; Washington County; Vermont,731,226,0.3091655266757866,3.234513274336283
"901 US ROUTE 2 MIDDLESEX, VT 05602 ",901,US ROUTE 2,MIDDLESEX,VT,5602,-72.677073,44.292062,50,23,954200,2,500239542002,Block Group 2; Census Tract 9542; Washington County; Vermont,1991,900,0.45203415369161226,2.212222222222222
"18 BLACKWELL ST BARRE CITY, VT 05641 ",18,BLACKWELL ST,BARRE CITY,VT,5641,-72.510294,44.202955,50,23,955200,5,500239552005,Block Group 5; Census Tract 9552; Washington County; Vermont,378,252,0.6666666666666666,1.5
"327 VT ROUTE 214 PLAINFIELD, VT 05667 ",327,VT ROUTE 214,PLAINFIELD,VT,5667,-72.437919,44.282123,50,23,954000,3,500239540003,Block Group 3; Census Tract 9540; Washington County; Vermont,1192,628,0.5268456375838926,1.8980891719745223
"702 BRAGG HILL RD FAYSTON, VT 05673 ",702,BRAGG HILL RD,FAYSTON,VT,5673,-72.84657,44.189693,50,23,955800,1,500239558001,Block Group 1; Census Tract 9558; Washington County; Vermont,615,377,0.6130081300813008,1.6312997347480107
"18 DODGE AVE BARRE TOWN, VT 05654 ",18,DODGE AVE,BARRE TOWN,VT,5654,-72.489245,44.152059,50,23,955400,2,500239554002,Block Group 2; Census Tract 9554; Washington County; Vermont,1531,696,0.45460483344219466,2.199712643678161
"18 HILLSIDE AVE BARRE TOWN, VT 05641 ",18,HILLSIDE AVE,BARRE TOWN,VT,5641,-72.446372,44.160303,50,23,955300,1,500239553001,Block Group 1; Census Tract 9553; Washington County; Vermont,1485,641,0.4316498316498317,2.3166926677067083
